title,release_date,critic_score,audience_score,release_year
White Line Fever,"Released Jul 16, 1975",0.29,0.55,1975
Mandingo,1975,0.29,0.64,1975
The Wilby Conspiracy,1975,0.67,0.45,1975
The Man From Hong Kong,1976,1.0,0.63,1976
Infra-Man,1975,1.0,0.75,1975
Dersu Uzala,"Released Jan 1, 1975",0.73,0.94,1975
Picnic at Hanging Rock,1975,0.92,0.83,1975
Get Down and Boogie,1975,0.6,0.39,1975
"Give 'Em Hell, Harry!","Released Sep 18, 1975",1.0,0.82,1975
Conduct Unbecoming,1975,0.63,0.39,1975
Hearts of the West,1975,0.9,0.42,1975
Mahogany,"Released Oct 8, 1975",0.29,0.75,1975
Lisztomania,"Released Oct 10, 1975",0.46,0.6,1975
Royal Flash,1975,0.5,0.64,1975
Let's Do It Again,1975,0.6,0.86,1975
Rooster Cogburn,"Released Oct 17, 1975",0.45,0.7,1975
Hester Street,"Released Aug 24, 1976",0.79,0.68,1976
Crazy Mama,1975,0.92,0.39,1975
Overlord,1975,0.89,0.73,1975
The Sunshine Boys,"Released Dec 16, 1975",0.71,0.72,1975
The Human Factor,"Released Dec 18, 1979",0.33,0.28,1979
Inserts,1975,0.69,0.56,1975
The Wrong Move,1975,0.71,0.62,1975
The Romantic Englishwoman,1975,0.8,0.38,1975
Peeper,"Released Dec 3, 1975",0.22,0.47,1975
The Adventure of Sherlock Holmes' Smarter Brother,"Released Dec 14, 1975",0.56,0.57,1975
Barry Lyndon,"Released Dec 18, 1975",0.87,0.92,1975
The Man Who Would Be King,"Released Dec 17, 1975",0.97,0.9,1975
Killer Elite,"Released Sep 23, 2011",0.28,0.42,2011
Snow White and the Seven Dwarfs,1937,0.97,0.78,1937
The Story of Adele H,"Released Oct 8, 1975",0.93,0.8,1975
The Black Bird,"Released Dec 25, 1975",0.27,0.5,1975
Breakheart Pass,1975,0.68,0.59,1975
A Star Is Born,"Released Oct 5, 2018",0.9,0.8,2018
King Kong,"Released Dec 14, 2005",0.84,0.5,2005
All the President's Men,"Released Jan 1, 1976",0.94,0.92,1976
The Omen,"Released Jun 6, 2006",0.26,0.4,2006
The Enforcer,"Released Dec 22, 1976",0.69,0.59,1976
Midway,"Released Jun 18, 1976",0.41,0.71,1976
Bad News Bears,"Released Jul 22, 2005",0.48,0.46,2005
"Next Stop, Greenwich Village",1976,0.86,0.64,1976
Taxi Driver,"Released Feb 8, 1976",0.89,0.93,1976
Gable and Lombard,1976,0.0,0.46,1976
The Killing of a Chinese Bookie,1976,0.79,0.83,1976
Grey Gardens,"Released Sep 27, 1975",0.94,0.85,1975
The First Nudie Musical,"Released Mar 3, 1976",0.86,0.51,1976
Robin and Marian,1976,0.73,0.53,1976
The Man Who Fell to Earth,"Released May 28, 1976",0.79,0.69,1976
The Duchess and the Dirtwater Fox,"Released Apr 1, 1976",0.5,0.55,1976
Lipstick,"Released Apr 2, 1976",0.18,0.35,1976
Family Plot,"Released Apr 9, 1976",0.93,0.62,1976
The Sailor Who Fell from Grace with the Sea,1976,0.75,0.5,1976
Stay Hungry,"Released Apr 23, 1976",0.67,0.4,1976
The Missouri Breaks,"Released May 19, 1976",0.79,0.6,1976
Premonition,"Released Mar 16, 2007",0.08,0.5,2007
1900,"Released Aug 15, 1976",0.5,0.84,1976
"Mother, Jugs & Speed",1976,0.53,0.53,1976
"Won Ton Ton, the Dog Who Saved Hollywood","Released May 26, 1976",0.14,0.6,1976
The Little Girl Who Lives Down the Lane,1976,0.93,0.75,1976
Ode to Billy Joe,1976,0.44,0.79,1976
The Tenant,"Released May 26, 1976",0.84,0.87,1976
Harry and Walter Go to New York,1976,0.5,0.32,1976
Silent Movie,"Released Jun 16, 1976",0.79,0.72,1976
The Food of the Gods,"Released Jun 18, 1976",0.18,0.26,1976
The Big Bus,1976,0.64,0.56,1976
Logan's Run,"Released Jan 23, 1976",0.58,0.67,1976
Murder by Death,"Released Jun 23, 1976",0.68,0.82,1976
Buffalo Bill and the Indians,"Released May 24, 1976",0.65,0.48,1976
The Outlaw Josey Wales,"Released Jun 30, 1976",0.91,0.91,1976
Cannonball,"Released Jul 6, 1976",0.0,0.35,1976
At the Earth's Core,1976,0.33,0.33,1976
The Bingo Long Traveling All-Stars and Motor Kings,1976,0.87,0.65,1976
Lifeguard,"Released Jul 23, 1976",0.47,0.72,1976
The Ape,2009,1.0,0.56,2009
Futureworld,1976,0.36,0.3,1976
Swashbuckler,1976,0.4,0.56,1976
Drum,"Released Jul 30, 1976",0.11,0.53,1976
Squirm,"Released Jul 30, 1976",0.27,0.27,1976
St. Ives,1976,0.33,0.41,1976
The Return of a Man Called Horse,1976,0.55,0.42,1976
From Noon Till Three,1976,0.43,0.6,1976
The Devil's Playground,1976,1.0,0.66,1976
The Ritz,"Released Aug 12, 1976",0.67,0.79,1976
The Gumball Rally,1976,0.29,0.65,1976
The Shootist,"Released Aug 11, 1976",0.81,0.88,1976
Gator,1976,0.25,0.43,1976
J.D.'s Revenge,"Released Aug 25, 1976",0.5,0.61,1976
Vigilante Force,1976,0.17,0.14,1976
In the Realm of the Senses,"Released Apr 1, 1977",0.85,0.64,1977
Bugsy Malone,"Released Sep 15, 1976",0.79,0.8,1976
The Front,"Released Sep 17, 1976",0.69,0.74,1976
Norman... Is That You?,"Released Sep 29, 1976",0.4,0.7,1976
Marathon Man,"Released Oct 6, 1976",0.81,0.81,1976
The Killer Inside Me,"Released Jun 18, 2010",0.56,0.4,2010
The Killer Inside Me,1976,0.4,0.25,1976
The Song Remains the Same,"Released Oct 21, 1976",0.75,0.87,1976
Car Wash,"Released Oct 22, 1976",0.86,0.6,1976
God Told Me To,"Released Jul 11, 1979",0.8,0.51,1979
Up,"Released May 29, 2009",0.98,0.9,2009
The Seven-Per-Cent Solution,"Released Oct 24, 1976",0.72,0.68,1976
Carrie,"Released Oct 18, 2013",0.5,0.44,2013
Assault on Precinct 13,"Released Jan 19, 2005",0.6,0.48,2005
The Next Man,1976,0.11,0.21,1976
"Alice, Sweet Alice","Released Nov 13, 1976",0.77,0.61,1976
The Last Tycoon,"Released Nov 19, 1976",0.33,0.4,1976
Shout at the Devil,1976,0.5,0.33,1976
Network,"Released Nov 27, 1976",0.91,0.93,1976
Bound for Glory,"Released Dec 5, 1976",0.81,0.76,1976
The Pink Panther Strikes Again,"Released Dec 17, 1976",0.72,0.84,1976
The Shaggy D.A.,"Released Dec 17, 1976",0.5,0.44,1976
Freaky Friday,"Released Aug 6, 2003",0.88,0.58,2003
The Cassandra Crossing,"Released Feb 9, 1977",0.36,0.52,1977
Mikey and Nicky,"Released Dec 21, 1976",0.88,0.78,1976
Voyage of the Damned,"Released Dec 22, 1976",0.77,0.52,1976
The Town That Dreaded Sundown,"Released Oct 16, 2014",0.66,0.4,2014
The Town That Dreaded Sundown,"Released Dec 24, 1976",0.42,0.4,1976
Star Wars: Episode IV - A New Hope,"Released May 25, 1977",0.93,0.96,1977
Smokey and the Bandit,"Released May 27, 1977",0.72,0.85,1977
Close Encounters of the Third Kind,"Released Nov 16, 1977",0.9,0.85,1977
Saturday Night Fever,"Released Dec 16, 1977",0.82,0.71,1977
The Goodbye Girl,"Released Nov 30, 1977",0.8,0.85,1977
The Deep,"Released Jun 17, 1977",0.42,0.38,1977
The Spy Who Loved Me,"Released Aug 3, 1977",0.82,0.77,1977
"Oh, God!","Released Oct 7, 1977",0.75,0.59,1977
Annie Hall,"Released Jan 1, 1977",0.97,0.92,1977
The Sentinel,"Released Apr 21, 2006",0.35,0.41,2006
Pumping Iron,"Released Jan 18, 1977",0.92,0.84,1977
Providence,"Released Feb 9, 1977",0.73,0.86,1977
The Late Show,"Released Feb 10, 1977",0.95,0.77,1977
Fun With Dick and Jane,"Released Dec 21, 2005",0.29,0.49,2005
Twilight's Last Gleaming,"Released Feb 9, 1977",0.8,0.73,1977
Wizards,"Released Mar 2, 1977",0.62,0.69,1977
Slap Shot,"Released Feb 25, 1977",0.85,0.88,1977
Tentacles,1977,0.0,0.11,1977
The Many Adventures of Winnie the Pooh,1977,1.0,0.87,1977
Black Sunday,1960,0.86,0.78,1960
Airport '77,"Released Mar 11, 1977",0.4,0.32,1977
Eraserhead,"Released Mar 17, 1977",0.89,0.82,1977
The American Friend,1977,0.88,0.8,1977
The Domino Principle,1977,0.14,0.2,1977
Audrey Rose,1977,0.57,0.43,1977
Demon Seed,1977,0.59,0.47,1977
Rabid,"Released Apr 8, 1977",0.78,0.46,1977
Jabberwocky,1977,0.45,0.47,1977
3 Women,"Released Apr 10, 1977",0.85,0.86,1977
Between the Lines,"Released Apr 27, 1977",0.94,0.52,1977
The Man Who Loved Women,"Released Apr 27, 1977",0.82,0.85,1977
Bad,1977,0.67,0.66,1977
The White Buffalo,1977,0.17,0.51,1977
The Car,1977,0.3,0.52,1977
Cross of Iron,"Released Jan 28, 1977",0.71,0.87,1977
Cinderella,"Released Feb 15, 1950",0.98,0.8,1950
Desperate Living,"Released May 27, 1977",0.7,0.8,1977
The Other Side of Midnight,"Released Jun 8, 1977",0.25,0.73,1977
Grand Theft Auto,1977,0.27,0.35,1977
Exorcist II: The Heretic,"Released Jun 17, 1977",0.11,0.13,1977
The Getting of Wisdom,1977,0.8,0.5,1977
"New York, New York","Released Jun 21, 1977",0.57,0.58,1977
Herbie Goes to Monte Carlo,"Released Jun 24, 1977",0.6,0.57,1977
The Rescuers,"Released Jun 22, 1977",0.79,0.68,1977
The Bad News Bears in Breaking Training,1977,0.5,0.4,1977
Stroszek,"Released Jan 12, 1977",0.96,0.92,1977
I Never Promised You a Rose Garden,"Released Jul 14, 1977",0.4,0.54,1977
MacArthur,"Released Jul 15, 1977",0.45,0.6,1977
The Last Remake of Beau Geste,1977,0.5,0.63,1977
The Hills Have Eyes,"Released Mar 10, 2006",0.52,0.58,2006
Empire of the Ants,1977,0.05,0.25,1977
The Kentucky Fried Movie,"Released Aug 10, 1977",0.83,0.66,1977
Sinbad and the Eye of the Tiger,1977,0.6,0.55,1977
Suspiria,"Released Oct 26, 2018",0.65,0.72,2018
That Obscure Object of Desire,"Released Oct 8, 1977",0.97,0.9,1977
"Race for Your Life, Charlie Brown!","Released Aug 24, 1977",0.5,0.81,1977
You Light Up My Life,"Released Aug 31, 1977",0.17,0.2,1977
Soldier of Orange,"Released Aug 16, 1979",0.91,0.87,1979
"Another Man, Another Chance",1977,0.57,0.56,1977
Short Eyes,1978,0.92,0.84,1978
Bobby Deerfield,1977,0.29,0.45,1977
A Little Night Music,1977,0.17,0.29,1977
The Yellow Handkerchief,"Released Feb 26, 2010",0.65,0.6,2010
Alambrista,"Released Oct 16, 1977",1.0,0.78,1977
Equus,1977,0.7,0.78,1977
Looking for Mr. Goodbar,"Released Jan 7, 1977",0.61,0.74,1977
Damnation Alley,1977,0.45,0.34,1977
Ruby,"Released Jun 23, 1977",0.57,0.1,1977
Madame Rosa,"Released Mar 19, 1978",0.89,0.93,1978
Pete's Dragon,"Released Nov 3, 1977",0.56,0.6,1977
Which Way Is Up?,"Released Nov 9, 1977",0.2,0.82,1977
Semi-Tough,1977,0.83,0.33,1977
Kingdom of the Spiders,"Released Aug 24, 1977",0.5,0.36,1977
The Hobbit: An Unexpected Journey,"Released Dec 14, 2012",0.64,0.83,2012
The Hobbit,1977,0.71,0.65,1977
The Last Wave,"Released Oct 6, 1978",0.82,0.79,1978
Telefon,1977,0.44,0.48,1977
The World's Greatest Lover,1977,0.15,0.54,1977
The Gauntlet,1977,0.75,0.54,1977
The Choirboys,1977,0.4,0.39,1977
The Duellists,1977,0.74,0.83,1977
High Anxiety,"Released Dec 25, 1977",0.75,0.67,1977
Opening Night,"Released Dec 25, 1977",0.96,0.9,1977
Grease,"Released Jul 7, 1978",0.66,0.87,1978
National Lampoon's Animal House,"Released Jun 1, 1978",0.91,0.89,1978
Every Which Way But Loose,1978,0.41,0.56,1978
Heaven Can Wait,"Released Jun 28, 1978",0.86,0.69,1978
Hooper,"Released Jul 28, 1978",0.57,0.61,1978
Jaws 2,1978,0.62,0.39,1978
Revenge of the Pink Panther,1978,0.84,0.7,1978
The Deer Hunter,"Released Dec 8, 1978",0.86,0.91,1978
Get Out Your Handkerchiefs,"Released Dec 17, 1978",0.83,0.75,1978
Renaldo and Clara,"Released Jan 25, 1978",0.38,0.67,1978
Jubilee,1978,1.0,0.58,1978
The Betsy,1978,0.17,0.22,1978
Blue Collar,"Released Feb 10, 1978",0.96,0.88,1978
Coming Home,"Released Feb 15, 1978",0.83,0.83,1978
The Serpent's Egg,1978,0.2,0.56,1978
Toolbox Murders,2004,0.5,0.33,2004
Fingers,"Released Mar 2, 1978",0.85,0.69,1978
Sextette,"Released Mar 3, 1978",0.25,0.32,1978
Gray Lady Down,1978,0.63,0.37,1978
Return From Witch Mountain,"Released Mar 10, 1978",0.5,0.39,1978
House Calls,1978,0.33,0.48,1978
American Hot Wax,1978,0.67,0.85,1978
Casey's Shadow,1978,0.8,0.72,1978
Straight Time,"Released Mar 18, 1978",0.83,0.83,1978
Pretty Baby,"Released Apr 5, 1978",0.71,0.58,1978
Scenic Route,"Released Aug 23, 2013",0.65,0.5,2013
Dawn of the Dead,"Released Mar 19, 2004",0.76,0.77,2004
I Wanna Hold Your Hand,"Released Jul 17, 1979",0.9,0.75,1979
F.I.S.T.,1978,0.67,0.56,1978
The Last Waltz,"Released Dec 31, 1978",0.98,0.94,1978
FM,"Released Apr 20, 1978",0.2,0.63,1978
The Manitou,1978,0.45,0.35,1978
It Lives Again,"Released May 10, 1978",0.47,0.27,1978
The End,"Released May 10, 1978",0.56,0.5,1978
Martin,1978,0.9,0.76,1978
The Greek Tycoon,1978,0.0,0.27,1978
The Buddy Holly Story,"Released May 18, 1978",1.0,0.77,1978
Thank God It's Friday,"Released May 19, 1978",0.36,0.35,1978
Youngblood,1986,0.44,0.69,1986
Big Wednesday,"Released Aug 24, 1979",0.67,0.87,1979
The Bad News Bears Go to Japan,"Released Jun 30, 1978",0.06,0.28,1978
Capricorn One,1978,0.65,0.58,1978
Corvette Summer,1978,0.56,0.43,1978
Damien: Omen II,1978,0.48,0.48,1978
The Cat From Outer Space,"Released Jun 9, 1978",0.67,0.59,1978
The Driver,"Released Jul 10, 1978",0.79,0.77,1978
Go Tell the Spartans,"Released Sep 1, 1978",0.67,0.58,1978
Shout,"Released Oct 4, 1991",0.2,0.39,1991
Good Guys Wear Black,"Released Mar 22, 1978",0.17,0.36,1978
The Cheap Detective,1978,0.53,0.57,1978
The Wild Geese,1978,0.7,0.76,1978
Stunt Rock,"Released Mar 25, 2022",0.8,0.3,2022
Mouth to Mouth,"Released Sep 5, 1995",0.33,0.49,1995
The Swarm,"Released Jul 14, 1978",0.09,0.19,1978
Sgt. Pepper's Lonely Hearts Club Band,1978,0.11,0.44,1978
Circle of Iron,"Released Jan 19, 1979",0.38,0.6,1979
Newsfront,1978,0.8,0.57,1978
Eyes of Laura Mars,1978,0.61,0.43,1978
Interiors,"Released Aug 2, 1978",0.78,0.79,1978
Who'll Stop the Rain?,"Released Aug 2, 1978",0.79,0.63,1978
A Wedding,2016,1.0,0.86,2016
Days of Heaven,"Released Jan 1, 1978",0.94,0.89,1978
Death on the Nile,"Released Sep 29, 1978",0.8,0.79,1978
Remember My Name,1978,0.7,0.4,1978
Drunken Master - The Beginning,1978,0.81,0.85,1978
Who Is Killing the Great Chefs of Europe?,1978,0.77,0.7,1978
The Big Fix,"Released Nov 11, 2011",0.86,0.84,2011
The Big Fix,1978,0.88,0.49,1978
Midnight Express,"Released Sep 1, 1978",0.9,0.88,1978
Goin' South,"Released Oct 6, 1978",0.69,0.49,1978
Autumn Sonata,"Released Oct 8, 1978",0.85,0.92,1978
Attack of the Killer Tomatoes,"Released Oct 4, 1978",0.27,0.42,1978
Despair,1979,0.65,0.76,1979
The Wiz,"Released Oct 24, 1978",0.44,0.65,1978
Comes a Horseman,"Released Oct 25, 1978",0.67,0.54,1978
Watership Down,"Released Jan 1, 1978",0.79,0.86,1978
Magic,"Released Nov 8, 1978",0.87,0.64,1978
Paradise Alley,1978,0.4,0.44,1978
Killer of Sheep,1977,0.98,0.84,1977
Just a Gigolo,1978,0.33,0.38,1978
The Lord of the Rings,1978,0.49,0.64,1978
"Same Time, Next Year","Released Nov 22, 1978",0.4,0.85,1978
I Spit on Your Grave,"Released Nov 22, 1978",0.51,0.4,1978
The Brink's Job,"Released Dec 8, 1978",0.7,0.56,1978
Force 10 From Navarone,1978,0.67,0.56,1978
Oliver's Story,"Released Dec 15, 1978",0.25,0.24,1978
Pinocchio,"Released Dec 25, 2002",0.0,0.33,2002
King of the Gypsies,"Released Dec 20, 1978",0.67,0.62,1978
Starcrash,"Released Mar 9, 1979",0.33,0.36,1979
California Suite,"Released Dec 15, 1978",0.48,0.45,1978
Moment by Moment,1978,0.22,0.24,1978
Ice Castles,"Released Dec 31, 1978",0.44,0.68,1978
Kramer vs. Kramer,"Released Dec 19, 1979",0.89,0.89,1979
The Amityville Horror,"Released Jul 27, 1979",0.31,0.52,1979
The Amityville Horror,"Released Apr 15, 2005",0.24,0.52,2005
Rocky II,"Released Jun 15, 1979",0.71,0.82,1979
Star Trek: The Motion Picture,"Released Dec 6, 1979",0.53,0.42,1979
Alien,"Released May 25, 1979",0.93,0.94,1979
Apocalypse Now,"Released Aug 15, 1979",0.97,0.94,1979
10,"Released Oct 5, 1979",0.68,0.56,1979
The Jerk,"Released Dec 14, 1979",0.82,0.84,1979
The Muppet Movie,"Released Jun 22, 1979",0.89,0.88,1979
Richard Pryor: Live in Concert,"Released Jan 26, 1979",0.92,0.93,1979
Agatha,"Released Feb 9, 1979",0.71,0.58,1979
Murder by Decree,1979,0.86,0.64,1979
The North Avenue Irregulars,1979,0.78,0.79,1979
Quintet,1979,0.27,0.37,1979
Norma Rae,"Released Mar 2, 1979",0.91,0.79,1979
Real Life,"Released Mar 2, 1979",0.82,0.83,1979
Hair,"Released Mar 14, 1979",0.83,0.87,1979
The China Syndrome,"Released Mar 16, 1979",0.88,0.81,1979
Phantasm,"Released Mar 28, 1979",0.74,0.67,1979
The Champ,"Released Nov 21, 1931",0.96,0.76,1931
Love at First Bite,"Released Apr 27, 1979",0.7,0.55,1979
Mad Max,"Released Jun 13, 1980",0.9,0.7,1980
Manhattan,"Released Mar 14, 1979",0.94,0.92,1979
Dreamer: Inspired by a True Story,"Released Oct 16, 2005",0.64,0.78,2005
A Little Romance,"Released Apr 27, 1979",0.72,0.84,1979
Saint Jack,"Released Apr 27, 1979",0.72,0.75,1979
Last Embrace,1979,0.58,0.31,1979
Zulu Dawn,1979,0.5,0.61,1979
Winter Kills,"Released May 11, 1979",0.92,0.54,1979
Hanover Street,1979,0.7,0.4,1979
Over the Edge,1979,0.85,0.84,1979
Beyond the Poseidon Adventure,"Released May 18, 1979",0.0,0.21,1979
The Brood,"Released May 25, 1979",0.81,0.68,1979
Butch and Sundance: The Early Days,"Released Jun 15, 1979",0.33,0.52,1979
The Driller Killer,"Released Jun 15, 1979",0.64,0.32,1979
The In-Laws,1979,0.9,0.83,1979
The In-Laws,"Released May 23, 2003",0.33,0.4,2003
Escape From Alcatraz,1979,0.97,0.85,1979
The Main Event,2020,0.29,0.25,2020
Nightwing,"Released Jun 22, 1979",0.33,0.26,1979
Master Killer,1978,0.83,0.89,1978
Meatballs,"Released Jun 28, 1979",0.73,0.57,1979
Breaking Away,"Released Jul 18, 1979",0.95,0.88,1979
The Frisco Kid,"Released Jul 13, 1979",0.54,0.67,1979
The Wanderers,"Released Jul 4, 1979",0.89,0.87,1979
The Europeans,"Released Oct 8, 1979",0.8,0.38,1979
North Dallas Forty,"Released Aug 3, 1979",0.85,0.71,1979
The Concorde: Airport '79,1979,0.25,0.14,1979
More American Graffiti,"Released Aug 3, 1979",0.2,0.33,1979
Life of Brian,"Released Aug 17, 1979",0.96,0.93,1979
My Brilliant Career,"Released Feb 1, 1980",0.86,0.66,1980
Rich Kids,1979,0.67,0.43,1979
The Seduction of Joe Tynan,"Released Aug 17, 1979",0.75,0.38,1979
Rock 'n' Roll High School,"Released Aug 24, 1979",0.81,0.75,1979
The Tempest,"Released Dec 10, 2010",0.31,0.27,2010
The Onion Field,"Released Sep 7, 1979",0.87,0.64,1979
Yanks,"Released Sep 19, 1979",0.57,0.62,1979
Heartland,"Released Sep 22, 1979",1.0,0.86,1979
Time After Time,"Released Aug 31, 1979",0.88,0.71,1979
When a Stranger Calls,"Released Feb 3, 2006",0.09,0.43,2006
Wise Blood,"Released Dec 12, 1979",0.88,0.74,1979
Nosferatu the Vampyre,"Released Oct 1, 1979",0.95,0.83,1979
The Black Stallion,"Released Oct 17, 1979",0.9,0.83,1979
...And Justice for All,"Released Oct 19, 1979",0.83,0.8,1979
Avalanche Express,"Released Oct 19, 1979",0.2,0.12,1979
Head Over Heels,1979,0.9,0.92,1979
Jesús,2016,0.79,0.6,2016
The Great Santini,"Released Oct 26, 1979",0.95,0.75,1979
Tess,"Released Oct 25, 1979",0.81,0.77,1979
Quadrophenia,"Released Nov 2, 1979",1.0,0.83,1979
The Rose,"Released Nov 7, 1979",0.74,0.81,1979
All Quiet on the Western Front,"Released Aug 24, 1930",0.98,0.89,1930
Salem's Lot,1979,0.89,0.65,1979
1941,"Released Dec 14, 1979",0.39,0.48,1979
Chapter Two,"Released Dec 14, 1979",0.5,0.35,1979
Being There,"Released Dec 19, 1979",0.95,0.92,1979
Roller Boogie,1979,0.0,0.54,1979
Cuba,1979,0.42,0.28,1979
The Electric Horseman,"Released Dec 21, 1979",0.64,0.57,1979
Going in Style,"Released Dec 25, 1979",0.82,0.75,1979
Star Wars: Episode V - The Empire Strikes Back,"Released May 21, 1980",0.95,0.97,1980
9 to 5,"Released Dec 19, 1980",0.69,0.74,1980
Stir Crazy,"Released Dec 12, 1980",0.69,0.75,1980
Airplane!,"Released Jan 1, 1980",0.97,0.89,1980
Any Which Way You Can,"Released Dec 17, 1980",0.2,0.45,1980
Private Benjamin,"Released Oct 10, 1980",0.83,0.6,1980
Coal Miner's Daughter,"Released Mar 7, 1980",0.86,0.86,1980
Smokey and the Bandit II,"Released Sep 15, 1980",0.25,0.43,1980
The Blue Lagoon,"Released Jul 4, 1980",0.12,0.53,1980
The Blues Brothers,"Released Jun 18, 1980",0.72,0.92,1980
Windows,"Released Jan 18, 1980",0.0,0.1,1980
American Gigolo,"Released Feb 8, 1980",0.75,0.5,1980
Fatso,"Released Feb 1, 1980",0.29,0.65,1980
Simon,2004,0.67,0.88,2004
2001: A Space Odyssey,"Released Apr 2, 1968",0.92,0.89,1968
The Fog,"Released Oct 14, 2005",0.04,0.19,2005
Cruising,"Released Feb 8, 1980",0.51,0.49,1980
Saturn 3,1980,0.33,0.3,1980
Foxes,1980,0.7,0.56,1980
The Ninth Configuration,"Released Aug 8, 1980",0.81,0.76,1980
Breaker Morant,"Released May 16, 1980",1.0,0.91,1980
Little Darlings,1980,0.67,0.74,1980
Little Miss Marker,1934,0.89,0.73,1934
Nijinsky,"Released Mar 21, 1980",0.5,0.29,1980
The Changeling,"Released Mar 28, 1980",0.85,0.79,1980
Serial,"Released Mar 28, 1980",0.6,0.78,1980
Tom Horn,1980,0.71,0.7,1980
When Time Ran Out,"Released Mar 28, 1980",0.0,0.2,1980
The Watcher in the Woods,1980,0.52,0.57,1980
Death Watch,1980,0.73,0.59,1980
Heart Beat,"Released Apr 25, 1980",0.2,0.4,1980
Where the Buffalo Roam,"Released Apr 25, 1980",0.19,0.73,1980
The Nude Bomb,"Released May 9, 1980",0.17,0.39,1980
Fame,"Released May 16, 1980",0.81,0.69,1980
The Great Rock 'n' Roll Swindle,"Released Aug 1, 1990",1.0,0.72,1990
Humanoids From the Deep,1980,0.55,0.41,1980
The Long Riders,1980,0.81,0.73,1980
The Shining,"Released May 23, 1980",0.83,0.93,1980
The Hollywood Knights,"Released May 30, 1980",0.14,0.71,1980
The Mountain Men,"Released Jun 1, 1980",0.43,0.63,1980
Galaxina,"Released Jun 6, 1980",0.17,0.22,1980
Up the Academy,"Released Jun 6, 1980",0.0,0.43,1980
Urban Cowboy,"Released Jun 6, 1980",0.7,0.8,1980
Bronco Billy,1980,0.75,0.48,1980
The Island,"Released Jul 22, 2005",0.4,0.63,2005
Roadie,1980,0.14,0.57,1980
Wholly Moses!,1980,0.13,0.39,1980
Brubaker,"Released Jun 20, 1980",0.75,0.73,1980
Can't Stop the Music,"Released Jun 20, 1980",0.22,0.37,1980
Herbie Goes Bananas,"Released Jun 25, 1980",0.4,0.36,1980
The Stunt Man,"Released Jun 27, 1980",0.91,0.73,1980
Used Cars,"Released Jul 11, 1980",0.77,0.69,1980
The Big Red One,"Released Jul 18, 1980",0.9,0.78,1980
Honeysuckle Rose,"Released Jul 18, 1980",0.6,0.75,1980
Prom Night,"Released Apr 11, 2008",0.09,0.38,2008
Caddyshack,"Released Jul 25, 1980",0.72,0.87,1980
Dressed to Kill,"Released Jun 23, 1980",0.83,0.74,1980
The Final Countdown,1980,0.52,0.6,1980
The Hunter,2010,0.79,0.44,2010
Raise the Titanic,1980,0.38,0.28,1980
The Fiendish Plot of Dr. Fu Manchu,"Released Aug 8, 1980",0.15,0.42,1980
Xanadu,"Released Aug 8, 1980",0.3,0.58,1980
The Octagon,"Released Aug 14, 1980",0.25,0.32,1980
He Knows You're Alone,"Released Sep 12, 1980",0.3,0.31,1980
Battle Beyond the Stars,"Released Aug 10, 1980",0.5,0.42,1980
